x1,x2,z1,z2
0.0005949534765880224,0.0007436856460767097,,0.0059495099672469505
0.0006070131464324402,0.0007161126216066196,,0.005899516218588679
0.0006175437196702631,0.0006929719324358424,,0.005859606328094685
0.0006269823717306827,0.0006730431616312408,,0.005827084505178376
0.0006356089494725764,0.0006555484185663675,,0.005800238421628351
0.000643613851465756,0.0006399608022207809,,0.005777912466211904
0.0006511328022790504,0.0006259066373582589,,0.005759290560828288
0.0006582662185686654,0.0006131111877869121,,0.005743775843990975
0.0006650907101788104,0.0006013664951117839,,0.005730919531341187
0.0006716662693521964,0.0005905113186931289,,0.0057203766215334975
0.0006780409571477208,0.0005804180868088383,,0.005711877132973957
0.000684254067667421,0.0005709841064387323,,0.0057052067640920336
0.0006903383296992512,0.0005621254638568406,,0.005700193503923618
0.000696321479531693,0.0005537726835357007,,0.005696698131801268
0.0007022274106569496,0.0005458675690954475,,0.005694607329666538
0.0007080770328200253,0.0005383608598406078,,0.0056938286034625574
0.000713888926392518,0.0005312104618139706,,0.005694286479218472
0.0007196798505796472,0.0005243800918834414,,0.005695919620432002
0.000725465145605902,0.0005178382238087035,,0.005698678623264324
0.0007312590571787954,0.0005115572585313643,,0.005702524320019434
0.0007370750035783819,0.0005055128632560422,,0.0057074264709160785
0.0007429258003099754,0.0004996834391597102,,0.005713362758188718
0.0007488238535288483,0.0004940496881928077,,0.0057203180204154725
0.0007547813308549959,0.0004885942569456083,,0.005728283682057413
0.0007608103163938055,0.00048330144093478196,,0.005737257345708156
0.000766922955537289,0.00047815693656845656,,0.005747242523960271
0.0007731315942919174,0.00047314763090867577,,0.00575824849509429
0.00077944891736689,0.0004682614214635946,,0.005770290272688829
0.000785888089001109,0.00046348705981114156,,0.005783388684250111
0.000792462900474941,0.00045881401402200685,,0.005797570558462733
0.0007991879284319108,0.0004542323457105808,,0.005812869025001877
0.0008060787085323222,0.00044973259816557853,,0.005829323935323925
0.000813151929600732,0.00044530569244320906,,0.005846982417776496
0.0008204256543588213,0.00044094282857371875,,0.005865899586088981
0.000827919574127549,0.0004366353891518812,,0.00588613942724527
0.0008356553066461181,0.00043237484255576823,,0.005907775903453663
0.0008436567485481707,0.00042815264285503543,,0.005930894314160996
0.0008519504972871563,0.0004239601231037255,,0.005955592978850684
0.000860566361747763,0.00041978837811696763,,0.005981985321206686
0.0008695379869123611,0.00041562813193161393,,0.006010202462288262
0.0008789036265086422,0.0004114695838320008,,0.006040396467871214
0.0008887071096680886,0.00040730222490413184,,0.00607274444795697
0.0008989990650085657,0.0004031146142843111,,0.006107453782180073
0.0009098384909551956,0.0003988941001472378,,0.006144768855364929
0.0009212947989502138,0.00039462646431560026,,0.00618497985201347
0.0009334505137888105,0.00039029545997972226,,0.0062284344088629415
0.0009464049051048554,0.0003858821973708512,,0.006275553315007682
0.0009602789678899982,0.00038136430879081993,,0.00632685207461327
0.0009752224076755178,0.0003767147857245985,,0.006382971181275982
0.0009914236931136717,0.00037190031466967144,,0.006444719724247044
